"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2002","24.27","28.30","28.67","24.18","1.40B","-12.10%"
"11/01/2002","27.61","24.28","28.17","24.04","1.67B","12.92%"
"10/01/2002","24.45","20.82","24.94","19.68","2.13B","18.52%"
"09/01/2002","20.63","22.96","24.25","20.41","1.67B","-11.80%"
"08/01/2002","23.39","23.64","26.10","21.21","2.05B","-1.52%"
"07/01/2002","23.75","25.87","26.44","21.55","2.67B","-8.62%"
"06/01/2002","25.99","29.88","30.12","24.29","2.12B","-13.14%"
"05/01/2002","29.92","31.54","33.49","28.30","2.15B","-5.32%"
"04/01/2002","31.60","35.65","36.75","30.44","1.76B","-12.00%"
"03/01/2002","35.91","34.01","39.03","33.95","1.56B","6.75%"
"02/01/2002","33.64","38.24","39.01","32.95","1.60B","-12.28%"
"01/01/2002","38.35","39.41","42.42","36.70","1.58B","-1.03%"
"12/01/2001","38.75","39.13","43.06","38.28","1.28B","-1.87%"
"11/01/2001","39.49","34.30","40.80","33.64","1.72B","16.97%"
"10/01/2001","33.76","28.73","36.91","27.73","2.16B","16.98%"
"09/01/2001","28.86","36.37","37.34","27.09","1.30B","-20.89%"
"08/01/2001","36.48","42.46","43.82","35.60","1.30B","-12.29%"
"07/01/2001","41.59","45.46","46.29","39.15","1.20B","-8.61%"
"06/01/2001","45.51","45.35","49.29","41.09","1.36B","2.15%"
"05/01/2001","44.55","46.01","51.74","43.88","1.39B","-3.07%"
"04/01/2001","45.96","39.01","49.24","33.46","1.64B","17.88%"
"03/01/2001","38.99","46.78","50.45","37.84","1.73B","-17.48%"
"02/01/2001","47.25","64.28","65.34","46.67","1.22B","-26.21%"
"01/01/2001","64.03","58.32","68.84","51.94","1.20B","10.15%"
"12/01/2000","58.13","63.80","74.47","54.03","1.09B","-7.32%"
"11/01/2000","62.72","79.98","83.78","60.25","936.32M","-22.92%"
"10/01/2000","81.37","89.88","89.88","73.32","903.58M","-7.93%"
"09/01/2000","88.38","102.57","103.09","86.64","510.71M","-12.67%"
"08/01/2000","101.20","89.44","101.58","82.97","378.31M","13.62%"
"07/01/2000","89.07","93.11","101.64","85.36","381.76M","-4.28%"
"06/01/2000","93.05","84.84","99.31","83.65","470.08M","12.41%"
"05/01/2000","82.78","95.35","96.47","71.95","562.56M","-12.27%"
"04/01/2000","94.36","107.32","108.67","77.68","677.88M","-13.47%"
"03/01/2000","109.05","106.81","120.00","100.58","721.11M","2.58%"
"02/01/2000","106.31","89.16","107.06","88.07","575.21M","19.02%"
"01/01/2000","89.32","95.79","97.22","79.42","583.52M","-1.85%"
"12/01/1999","91.00","74.01","93.36","73.45","465.36M","24.32%"
"11/01/1999","73.20","65.48","78.46","64.93","366.82M","11.79%"
"10/01/1999","65.48","59.13","65.98","57.18","415.44M","9.24%"
"09/01/1999","59.94","59.81","63.49","58.38","289.63M","0.84%"
"08/01/1999","59.44","56.45","61.49","52.72","257.88M","5.46%"
"07/01/1999","56.36","57.57","61.46","55.55","195.77M","-1.79%"
"06/01/1999","57.39","51.72","59.69","49.37","247.87M","10.75%"
"05/01/1999","51.82","53.34","55.77","48.74","258.81M","-3.14%"
"04/01/1999","53.50","53.78","57.04","48.64","256.37M","2.39%"
